39470,1908401,25-AUG-08 13:29:12,25-AUG-08 13:29:13,00:00:01
39470,1908443,25-AUG-08 13:36:14,25-AUG-08 13:36:15,00:00:01
39470,1908463,25-AUG-08 13:40:19,25-AUG-08 13:40:19,00:00:00
39470,1908456,25-AUG-08 13:38:15,25-AUG-08 13:38:15,00:00:00
39467,1907811,19-AUG-08 12:13:35,19-AUG-08 12:16:54,00:03:19
42387,1908420,25-AUG-08 13:32:40,25-AUG-08 13:32:40,00:00:00
42387,1907719,19-AUG-08 11:59:32,19-AUG-08 11:59:34,00:00:02
42387,1908177,21-AUG-08 14:26:47,21-AUG-08 14:26:47,00:00:00
42387,1908408,25-AUG-08 13:30:40,25-AUG-08 13:30:41,00:00:01
42387,1908503,25-AUG-08 14:13:12,25-AUG-08 14:13:12,00:00:00
42387,1908439,25-AUG-08 13:34:41,25-AUG-08 13:34:41,00:00:00
42387,1908675,25-AUG-08 14:34:40,25-AUG-08 14:34:40,00:00:00
42387,1908541,25-AUG-08 14:17:13,25-AUG-08 14:17:13,00:00:00
42387,1908574,25-AUG-08 14:21:30,25-AUG-08 14:21:31,00:00:01
42387,1908571,25-AUG-08 14:21:00,25-AUG-08 14:21:00,00:00:00
42387,1908615,25-AUG-08 14:25:30,25-AUG-08 14:25:31,00:00:01
42387,1908542,25-AUG-08 14:17:43,25-AUG-08 14:17:43,00:00:00
42387,1908658,25-AUG-08 14:32:03,25-AUG-08 14:32:05,00:00:02
42387,1908454,25-AUG-08 13:36:41,25-AUG-08 13:36:41,00:00:00
42387,1908561,25-AUG-08 14:19:30,25-AUG-08 14:19:31,00:00:01
42387,1908673,25-AUG-08 14:34:09,25-AUG-08 14:34:09,00:00:00
42387,1909012,25-AUG-08 15:55:56,25-AUG-08 15:55:56,00:00:00
42387,1908633,25-AUG-08 14:29:57,25-AUG-08 14:29:57,00:00:00
42387,1908559,25-AUG-08 14:19:00,25-AUG-08 14:19:00,00:00:00
42387,1908764,25-AUG-08 14:46:47,25-AUG-08 14:46:47,00:00:00
42387,1908706,25-AUG-08 14:38:45,25-AUG-08 14:38:45,00:00:00
42387,1908940,25-AUG-08 15:35:52,25-AUG-08 15:35:52,00:00:00
42387,1908901,25-AUG-08 15:31:50,25-AUG-08 15:31:51,00:00:01
42387,1908732,25-AUG-08 14:42:16,25-AUG-08 14:42:17,00:00:01
42387,1908724,25-AUG-08 14:40:45,25-AUG-08 14:40:45,00:00:00
42387,1908782,25-AUG-08 14:48:47,25-AUG-08 14:48:47,00:00:00
42387,1908845,25-AUG-08 15:15:48,25-AUG-08 15:15:49,00:00:01
42387,1908734,25-AUG-08 14:42:45,25-AUG-08 14:42:46,00:00:01
42387,1908974,25-AUG-08 15:51:54,25-AUG-08 15:51:55,00:00:01
42387,1908987,25-AUG-08 15:53:55,25-AUG-08 15:53:56,00:00:01
42387,1908518,25-AUG-08 14:15:12,25-AUG-08 14:15:13,00:00:01
42387,1908459,25-AUG-08 13:38:41,25-AUG-08 13:38:42,00:00:01
42387,1908402,25-AUG-08 13:28:56,25-AUG-08 13:28:58,00:00:02
